id_dot,x_dot,y_dot,r_dot
1577,5943.22,6050.07,9.993360000000001
1578,5849.75,5999.26,9.995339999999999
1579,5852.06,6105.26,9.992989999999999
1580,5758.58,6054.45,9.99478
1581,5760.91,6160.42,9.99243
1582,5667.43,6109.61,9.99404
1583,5669.77,6215.54,9.991530000000001
1584,5576.29,6164.73,9.992939999999999
1585,5578.66,6270.62,9.99058
1586,5485.17,6219.81,9.99185
1587,5487.56,6325.66,9.98926
1588,5394.08,6274.86,9.99041
1589,5396.49,6380.66,9.987789999999999
1590,5303.01,6329.86,9.98875
1591,5305.44,6435.62,9.98621
1592,5211.97,6384.81,9.986839999999999
1593,5214.42,6490.53,9.9842
1594,5120.96,6439.73,9.984739999999999
1595,5123.43,6545.4,9.98208
1596,5029.98,6494.6,9.9825
1597,5050.83,3457.74,10.0291
1598,5142.21,3402.05,10.0299
1599,5144.74,3509.03,10.0297
1600,5236.13,3453.35,10.0302
1601,5238.65,3560.32,10.0301
1602,5330.04,3504.64,10.0304
1603,5332.56,3611.62,10.0301
1604,5423.96,3555.94,10.0301
1605,5426.48,3662.92,10.0298
1606,5517.87,3607.24,10.0295
1607,5520.38,3714.21,10.0291
1608,5611.77,3658.53,10.0288
1609,5614.27,3765.5,10.0283
1610,5705.66,3709.82,10.0275
1611,5708.15,3816.78,10.027
1612,5799.53,3761.1,10.0261
1613,5802.01,3868.05,10.0256
1614,5893.38,3812.38,10.0244
1615,5895.85,3919.32,10.0239
1616,5987.21,3863.65,10.0227
1617,5989.67,3970.57,10.022
1618,6081.02,3914.9,10.0205
1619,6083.47,4021.81,10.0198
1620,6174.8,3966.15,10.0183
1621,6177.23,4073.04,10.0175
1622,6268.55,4017.37,10.0157
1623,6270.97,4124.25,10.0151
1624,6362.27,4068.59,10.0132
1625,6364.68,4175.45,10.0125
1626,6455.96,4119.79,10.0104
1627,6458.35,4226.62,10.0097
1628,6549.62,4170.97,10.0076
1629,6552.0,4277.78,10.0068
1630,6643.25,4222.13,10.0047
1631,6645.6,4328.93,10.004
1632,6736.83,4273.27,10.0017
1633,6739.18,4380.05,10.0009
1634,6830.39,4324.4,9.99868
1635,6832.71,4431.15,9.99783
1636,6923.9,4375.51,9.99543
1637,6926.21,4482.23,9.994580000000001
1638,7017.38,4426.59,9.99214
1639,7019.67,4533.29,9.99126
1640,7110.82,4477.66,9.988669999999999
1641,7113.09,4584.33,9.98777
1642,7204.21,4528.7,9.98503
1643,7206.47,4635.35,9.98413
1644,7297.57,4579.72,9.98132
1645,7299.81,4686.34,9.98025
1646,7390.88,4630.71,9.9772
1647,7393.1,4737.3,9.97605
1648,7484.13,4681.68,9.97268
1649,7486.33,4788.24,9.97146
1650,7577.34,4732.62,9.96775
1651,7579.51,4839.15,9.96636
1652,7670.48,4783.53,9.96233
1653,7672.63,4890.02,9.96074
1654,5045.77,3243.8,10.0291
1655,5137.15,3188.11,10.0297
1656,5139.68,3295.08,10.0299
1657,5231.07,3239.39,10.0303
1658,5233.6,3346.37,10.0303
1659,5324.99,3290.68,10.0305
1660,5327.52,3397.66,10.0305
1661,5418.91,3341.98,10.0304
1662,5421.44,3448.96,10.0303
1663,5512.83,3393.27,10.0299
1664,5515.36,3500.26,10.0298
1665,5606.74,3444.57,10.0292
1666,5609.26,3551.55,10.0291
1667,5700.65,3495.87,10.0282
1668,5703.16,3602.85,10.0279
1669,5794.53,3547.17,10.0269
1670,5797.04,3654.14,10.0266
1671,5888.41,3598.46,10.0254
1672,5890.9,3705.43,10.025
1673,5982.26,3649.75,10.0236
1674,5984.74,3756.7,10.0231
1675,6076.09,3701.03,10.0215
1676,6078.56,3807.97,10.021
1677,6169.89,3752.3,10.0194
1678,6172.35,3859.23,10.0188
1679,6263.67,3803.56,10.017
1680,6266.12,3910.47,10.0164
1681,6357.42,3854.8,10.0145
1682,6359.85,3961.71,10.0139
1683,6451.14,3906.04,10.0118
1684,6453.56,4012.92,10.0112
1685,6544.82,3957.26,10.009
1686,6547.23,4064.12,10.0083
1687,6638.48,4008.46,10.0061
1688,6640.87,4115.31,10.0055
1689,6732.09,4059.65,10.0031
1690,6734.47,4166.47,10.0024
1691,6825.68,4110.81,9.99998
1692,6828.04,4217.62,9.999410000000001
1693,6919.22,4161.97,9.99687
1694,6921.57,4268.75,9.99617
1695,7012.73,4213.1,9.99365
1696,7015.07,4319.86,9.99292
1697,7106.21,4264.21,9.99023
1698,7108.52,4370.95,9.98948
1699,7199.64,4315.3,9.98674
1700,7201.94,4422.02,9.98601
1701,7293.03,4366.38,9.98311
1702,7295.31,4473.06,9.9822
1703,7386.37,4417.42,9.97915
1704,7388.64,4524.08,9.97815
1705,7479.67,4468.45,9.97485
1706,7481.91,4575.08,9.9739
1707,7572.92,4519.45,9.970260000000001
1708,7575.14,4626.05,9.96912
1709,7666.11,4570.42,9.96514
1710,7668.31,4677.0,9.96382
1711,5040.71,3029.89,10.0285
1712,5132.08,2974.2,10.029
1713,5134.62,3081.15,10.0294
1714,5226.0,3025.46,10.0297
1715,5228.54,3132.42,10.03
1716,5319.92,3076.74,10.03
1717,5322.46,3183.71,10.0303
1718,5413.85,3128.02,10.0301
1719,5416.38,3235.0,10.0303
1720,5507.77,3179.31,10.0299
1721,5510.3,3286.29,10.03
1722,5601.69,3230.61,10.0292
1723,5604.22,3337.59,10.0294
1724,5695.6,3281.91,10.0284
1725,5698.13,3388.89,10.0284
1726,5789.5,3333.21,10.0272
1727,5792.02,3440.19,10.0271
1728,5883.38,3384.51,10.0258
1729,5885.9,3491.49,10.0257
1730,5977.25,3435.81,10.0242
1731,5979.76,3542.78,10.0239
1732,6071.1,3487.11,10.0222
1733,6073.6,3594.07,10.0219
1734,6164.92,3538.4,10.0201
1735,6167.41,3645.35,10.0198
1736,6258.72,3589.68,10.0178
1737,6261.2,3696.62,10.0175
1738,6352.5,3640.95,10.0154
1739,6354.96,3747.88,10.015
1740,6446.24,3692.21,10.0128
1741,6448.7,3799.13,10.0123
1742,6539.95,3743.47,10.01
1743,6542.4,3850.37,10.0096
1744,6633.63,3794.7,10.0072
1745,6636.06,3901.59,10.0067
1746,6727.28,3845.93,10.0042
1747,6729.7,3952.8,10.0037
1748,6820.89,3897.13,10.0012
1749,6823.3,4003.98,10.0007
1750,6914.47,3948.33,9.99805
1751,6916.86,4055.16,9.99746
1752,7008.01,3999.5,9.99495
1753,7010.38,4106.31,9.99421
1754,7101.52,4050.66,9.99155
1755,7103.87,4157.45,9.990969999999999
1756,7194.98,4101.8,9.98813
1757,7197.32,4208.56,9.9875
1758,7288.4,4152.92,9.98452
1759,7290.73,4259.66,9.983789999999999
1760,7381.79,4204.02,9.980739999999999
1761,7384.09,4310.73,9.97993
1762,7475.12,4255.1,9.97666
1763,7477.41,4361.79,9.975810000000001
1764,7568.41,4306.15,9.97227
1765,7570.68,4412.82,9.971260000000001
1766,7661.65,4357.18,9.96743
1767,7663.89,4463.82,9.966280000000001
1768,5035.65,2816.04,10.0274
1769,5127.01,2760.36,10.0279
1770,5129.55,2867.27,10.0285
1771,5220.92,2811.59,10.0287
1772,5223.46,2918.52,10.0292
1773,5314.83,2862.85,10.0292
1774,5317.38,2969.78,10.0297
1775,5408.76,2914.11,10.0294
1776,5411.3,3021.06,10.0298
1777,5502.68,2965.39,10.0292
1778,5505.23,3072.34,10.0297
1779,5596.6,3016.67,10.0288
1780,5599.15,3123.64,10.0291
1781,5690.52,3067.96,10.0281
1782,5693.06,3174.93,10.0283
1783,5784.42,3119.26,10.0271
1784,5786.96,3226.23,10.0273
1785,5878.32,3170.57,10.0259
1786,5880.86,3277.54,10.0259
1787,5972.2,3221.87,10.0242
1788,5974.73,3328.84,10.0242
1789,6066.06,3273.17,10.0225
1790,6068.59,3380.14,10.0224
1791,6159.9,3324.47,10.0206
1792,6162.42,3431.44,10.0204
1793,6253.72,3375.77,10.0183
1794,6256.23,3482.73,10.0182
1795,6347.51,3427.06,10.016
1796,6350.01,3534.01,10.0158
1797,6441.28,3478.35,10.0134
1798,6443.77,3585.29,10.0132
1799,6535.02,3529.62,10.0108
1800,6537.49,3636.55,10.0105
1801,6628.72,3580.89,10.008
1802,6631.19,3687.8,10.0076
1803,6722.4,3632.14,10.0052
1804,6724.85,3739.04,10.0047
1805,6816.04,3683.38,10.0022
1806,6818.48,3790.27,10.0017
1807,6909.64,3734.61,9.99912
1808,6912.07,3841.48,9.998610000000001
1809,7003.21,3785.82,9.99597
1810,7005.62,3892.67,9.995460000000001
1811,7096.75,3837.02,9.9927
1812,7099.14,3943.85,9.99211
1813,7190.24,3888.2,9.98926
1814,7192.62,3995.01,9.98877
1815,7283.7,3939.37,9.98574
1816,7286.06,4046.15,9.98518
1817,7377.11,3990.51,9.98201
1818,7379.46,4097.28,9.981489999999999
1819,7470.48,4041.64,9.9781
1820,7472.81,4148.38,9.97742
1821,7563.81,4092.74,9.97388
1822,7566.12,4199.46,9.97312
1823,7657.08,4143.83,9.96921
1824,7659.38,4250.52,9.96836
1825,5030.58,2602.26,10.026
1826,5121.93,2546.6,10.0264
1827,5124.47,2653.47,10.0272
1828,5215.83,2597.81,10.0273
1829,5218.37,2704.69,10.0281
1830,5309.73,2649.03,10.0279
1831,5312.29,2755.93,10.0286
1832,5403.65,2700.27,10.0282
1833,5406.2,2807.18,10.0289
1834,5497.57,2751.52,10.0282
1835,5500.12,2858.44,10.0289
1836,5591.48,2802.79,10.028
1837,5594.05,2909.72,10.0285
1838,5685.4,2854.07,10.0274
1839,5687.96,2961.01,10.0278
1840,5779.31,2905.35,10.0266
1841,5781.87,3012.3,10.0269
1842,5873.21,2956.65,10.0255
1843,5875.77,3063.6,10.0257
1844,5967.1,3007.95,10.0241
1845,5969.65,3114.9,10.0242
1846,6060.97,3059.25,10.0224
1847,6063.52,3166.21,10.0225
1848,6154.82,3110.56,10.0206
1849,6157.37,3217.51,10.0206
1850,6248.66,3161.86,10.0185
1851,6251.2,3268.82,10.0185
1852,6342.47,3213.17,10.0163
1853,6345.0,3320.11,10.0162
1854,6436.25,3264.46,10.0139
1855,6438.77,3371.41,10.0137
1856,6530.01,3315.76,10.0113
1857,6532.52,3422.69,10.0111
1858,6623.74,3367.04,10.0087
1859,6626.24,3473.97,10.0083
1860,6717.44,3418.32,10.0059
1861,6719.92,3525.24,10.0056
1862,6811.1,3469.59,10.0029
1863,6813.58,3576.49,10.0026
1864,6904.73,3520.85,9.9999
1865,6907.2,3627.73,9.99958
1866,6998.33,3572.09,9.996830000000001
1867,7000.78,3678.96,9.996410000000001
1868,7091.89,3623.32,9.99358
1869,7094.33,3730.18,9.993210000000001
1870,7185.42,3674.54,9.990260000000001
1871,7187.84,3781.38,9.98979
1872,7278.9,3725.74,9.986839999999999
1873,7281.31,3832.56,9.98633
1874,7372.35,3776.93,9.983130000000001
1875,7374.74,3883.73,9.982619999999999
1876,7465.75,3828.1,9.97927
1877,7468.13,3934.87,9.978639999999999
1878,7559.11,3879.24,9.97517
1879,7561.47,3986.0,9.97449
1880,7652.42,3930.38,9.97063
1881,7654.76,4037.11,9.97
1882,5025.52,2388.6,10.0241
1883,5116.85,2332.95,10.0244
1884,5119.39,2439.76,10.0254
1885,5210.73,2384.12,10.0254
1886,5213.28,2490.95,10.0264
1887,5304.62,2435.31,10.0262
1888,5307.18,2542.15,10.0271
1889,5398.52,2486.52,10.0267
1890,5401.09,2593.38,10.0275
1891,5492.43,2537.74,10.0268
1892,5495.0,2644.62,10.0276
1893,5586.34,2588.98,10.0267
1894,5588.92,2695.87,10.0274
1895,5680.25,2640.24,10.0263
1896,5682.83,2747.14,10.027
1897,5774.16,2691.51,10.0256
1898,5776.74,2798.42,10.0261
1899,5868.06,2742.79,10.0247
1900,5870.64,2849.71,10.0251
1901,5961.95,2794.08,10.0234
1902,5964.53,2901.01,10.0238
1903,6055.83,2845.37,10.0219
1904,6058.41,2952.31,10.0222
1905,6149.69,2896.68,10.0203
1906,6152.26,3003.61,10.0204
1907,6243.54,2947.98,10.0184
1908,6246.1,3054.92,10.0185
1909,6337.36,2999.29,10.0162
1910,6339.92,3106.22,10.0163
1911,6431.16,3050.59,10.014
1912,6433.71,3157.53,10.014
1913,6524.94,3101.9,10.0115
1914,6527.48,3208.83,10.0115
1915,6618.68,3153.2,10.0089
1916,6621.22,3260.12,10.0088
1917,6712.4,3204.49,10.0062
1918,6714.93,3311.41,10.0061
1919,6806.09,3255.78,10.0034
1920,6808.61,3362.69,10.0032
1921,6899.75,3307.06,10.0005
1922,6902.25,3413.95,10.0002
1923,6993.37,3358.33,9.99741
1924,6995.86,3465.21,9.99719
1925,7086.96,3409.59,9.99426
1926,7089.44,3516.46,9.99397
1927,7180.51,3460.83,9.991060000000001
1928,7182.97,3567.69,9.99062
1929,7274.02,3512.07,9.98752
1930,7276.47,3618.91,9.98718
1931,7367.5,3563.29,9.98398
1932,7369.93,3670.11,9.98359
1933,7460.93,3614.49,9.9802
1934,7463.35,3721.3,9.97976
1935,7554.32,3665.68,9.97605
1936,7556.73,3772.47,9.97563
1937,7647.67,3716.86,9.971680000000001
1938,7650.06,3823.62,9.97119
1939,5020.45,2175.06,10.0219
1940,5111.76,2119.43,10.0221
1941,5114.31,2226.18,10.0232
1942,5205.62,2170.56,10.0233
1943,5208.18,2277.32,10.0244
1944,5299.5,2221.71,10.0241
1945,5302.06,2328.49,10.0252
1946,5393.38,2272.88,10.0247
1947,5395.96,2379.68,10.0257
1948,5487.28,2324.07,10.025
1949,5489.86,2430.89,10.026
1950,5581.18,2375.28,10.0251
1951,5583.76,2482.12,10.0259
1952,5675.08,2426.51,10.0248
1953,5677.67,2533.36,10.0256
1954,5768.98,2477.75,10.0243
1955,5771.58,2584.62,10.025
1956,5862.88,2529.01,10.0235
1957,5865.48,2635.89,10.0241
1958,5956.77,2580.28,10.0225
1959,5959.37,2687.17,10.023
1960,6050.65,2631.57,10.0212
1961,6053.25,2738.46,10.0216
1962,6144.52,2682.86,10.0196
1963,6147.11,2789.76,10.02
1964,6238.37,2734.15,10.0179
1965,6240.96,2841.06,10.0182
1966,6332.2,2785.45,10.0159
1967,6334.79,2892.36,10.0161
1968,6426.01,2836.76,10.0138
1969,6428.59,2943.67,10.0139
1970,6519.8,2888.07,10.0115
1971,6522.38,2994.98,10.0115
1972,6613.56,2939.37,10.009
1973,6616.13,3046.28,10.009
1974,6707.3,2990.68,10.0065
1975,6709.86,3097.58,10.0064
1976,6801.01,3041.98,10.0037
1977,6803.56,3148.88,10.0036
1978,6894.68,3093.27,10.0008
1979,6897.22,3200.16,10.0007
1980,6988.33,3144.56,9.99788
1981,6990.86,3251.44,9.99768
1982,7081.94,3195.84,9.99475
1983,7084.46,3302.71,9.994580000000001
1984,7175.52,3247.11,9.99146
1985,7178.02,3353.97,9.99128
1986,7269.06,3298.37,9.98813
1987,7271.55,3405.22,9.98784
1988,7362.56,3349.62,9.98462
1989,7365.04,3456.46,9.9843
1990,7456.02,3400.86,9.980830000000001
1991,7458.49,3507.68,9.98057
1992,7549.44,3452.08,9.97686
1993,7551.89,3558.89,9.976510000000001
1994,7642.82,3503.29,9.97258
1995,7645.25,3610.08,9.97219
1996,5015.39,1961.65,10.0194
1997,5106.68,1906.05,10.0196
1998,5109.22,2012.73,10.0209
1999,5200.51,1957.14,10.0208
2000,5203.07,2063.83,10.022
2001,5294.37,2008.24,10.0218
2002,5296.93,2114.96,10.023
2003,5388.23,2059.37,10.0225
2004,5390.81,2166.11,10.0237
2005,5482.11,2110.52,10.0229
2006,5484.7,2217.28,10.024
2007,5576.0,2161.7,10.0231
2008,5578.59,2268.47,10.0241
2009,5669.89,2212.89,10.023
2010,5672.49,2319.69,10.024
2011,5763.78,2264.11,10.0227
2012,5766.38,2370.92,10.0235
2013,5857.67,2315.34,10.022
2014,5860.28,2422.16,10.0228
2015,5951.55,2366.59,10.0211
2016,5954.16,2473.42,10.0219
2017,6045.43,2417.85,10.02
2018,6048.04,2524.69,10.0206
2019,6139.3,2469.12,10.0186
2020,6141.91,2575.97,10.0192
2021,6233.15,2520.4,10.0171
2022,6235.76,2627.27,10.0175
2023,6326.99,2571.69,10.0153
2024,6329.6,2678.56,10.0156
2025,6420.81,2622.99,10.0133
2026,6423.41,2729.86,10.0135
2027,6514.6,2674.29,10.0111
2028,6517.21,2781.17,10.0114
2029,6608.38,2725.59,10.0088
2030,6610.98,2832.48,10.009
2031,6702.13,2776.9,10.0063
2032,6704.72,2883.78,10.0064
2033,6795.85,2828.21,10.0037
2034,6798.44,2935.09,10.0037
2035,6889.55,2879.51,10.001
2036,6892.13,2986.39,10.0009
2037,6983.21,2930.81,9.998
2038,6985.78,3037.68,9.99797
2039,7076.85,2982.1,9.99495
2040,7079.4,3088.97,9.9949
2041,7170.44,3033.39,9.991769999999999
2042,7172.99,3140.25,9.99167
2043,7264.01,3084.67,9.988480000000001
2044,7266.54,3191.52,9.98833
2045,7357.54,3135.94,9.98499
2046,7360.06,3242.78,9.984810000000001
2047,7451.02,3187.21,9.98127
2048,7453.53,3294.03,9.98105
2049,7544.47,3238.46,9.977319999999999
2050,7546.97,3345.27,9.97705
2051,7637.87,3289.7,9.97302
2052,7640.36,3396.49,9.9728
2053,5010.33,1748.39,10.0167
2054,5101.59,1692.82,10.0168
2055,5104.13,1799.42,10.0182
2056,5195.4,1743.86,10.0181
2057,5197.96,1850.48,10.0195
2058,5289.23,1794.92,10.0192
2059,5291.8,1901.56,10.0205
2060,5383.07,1846.0,10.02
2061,5385.66,1952.67,10.0213
2062,5476.93,1897.12,10.0206
2063,5479.52,2003.8,10.0218
2064,5570.8,1948.25,10.0209
2065,5573.4,2054.96,10.022
2066,5664.67,1999.41,10.0209
2067,5667.28,2106.13,10.022
2068,5758.55,2050.59,10.0207
2069,5761.17,2157.33,10.0217
2070,5852.43,2101.78,10.0202
2071,5855.05,2208.55,10.0212
2072,5946.3,2153.0,10.0195
2073,5948.93,2259.78,10.0204
2074,6040.17,2204.23,10.0186
2075,6042.8,2311.03,10.0193
2076,6134.04,2255.48,10.0174
2077,6136.67,2362.29,10.018
2078,6227.89,2306.74,10.0159
2079,6230.52,2413.56,10.0166
2080,6321.73,2358.02,10.0144
2081,6324.36,2464.84,10.0148
2082,6415.55,2409.3,10.0125
2083,6418.18,2516.13,10.0129
2084,6509.35,2460.59,10.0104
2085,6511.98,2567.43,10.0108
2086,6603.14,2511.88,10.0082
2087,6605.76,2618.73,10.0085
2088,6696.9,2563.19,10.006
2089,6699.52,2670.03,10.0062
2090,6790.63,2614.49,10.0034
2091,6793.25,2721.34,10.0036
2092,6884.34,2665.79,10.0008
2093,6886.95,2772.64,10.0009
2094,6978.02,2717.1,9.99797
2095,6980.63,2823.95,9.99807
2096,7071.67,2768.4,9.99497
2097,7074.27,2875.25,9.99502
2098,7165.29,2819.7,9.99189
2099,7167.88,2926.54,9.99187
2100,7258.88,2870.99,9.9886
2101,7261.45,2977.83,9.98855
2102,7352.43,2922.28,9.98508
2103,7354.99,3029.11,9.98508
2104,7445.94,2973.56,9.9814
2105,7448.49,3080.38,9.9814
2106,7539.41,3024.84,9.97751
2107,7541.95,3131.65,9.97747
2108,7632.83,3076.1,9.97322
2109,7635.36,3182.9,9.973189999999999
2110,5005.26,1535.29,10.0137
2111,5096.5,1479.75,10.0137
2112,5099.04,1586.27,10.0153
2113,5190.28,1530.74,10.0151
2114,5192.84,1637.28,10.0167
2115,5284.09,1581.75,10.0163
2116,5286.66,1688.31,10.0177
2117,5377.91,1632.79,10.0173
2118,5380.49,1739.38,10.0187
2119,5471.74,1683.85,10.018
2120,5474.34,1790.47,10.0192
2121,5565.59,1734.95,10.0183
2122,5568.19,1841.58,10.0196
2123,5659.44,1786.06,10.0186
2124,5662.06,1892.72,10.0197
2125,5753.3,1837.2,10.0184
2126,5755.93,1943.88,10.0196
2127,5847.16,1888.36,10.0182
2128,5849.8,1995.06,10.0192
2129,5941.03,1939.55,10.0176
2130,5943.67,2046.26,10.0186
2131,6034.89,1990.75,10.0168
2132,6037.53,2097.47,10.0178
2133,6128.74,2041.96,10.0158
2134,6131.39,2148.71,10.0166
2135,6222.59,2093.2,10.0146
2136,6225.24,2199.96,10.0153
2137,6316.42,2144.45,10.013
2138,6319.08,2251.22,10.0137
2139,6410.24,2195.71,10.0114
2140,6412.9,2302.49,10.0119
2141,6504.05,2246.98,10.0095
2142,6506.71,2353.77,10.0101
2143,6597.84,2298.26,10.0075
2144,6600.49,2405.06,10.008
2145,6691.61,2349.55,10.0052
2146,6694.26,2456.36,10.0057
2147,6785.35,2400.85,10.0029
2148,6788.0,2507.66,10.0032
2149,6879.07,2452.15,10.0003
2150,6881.72,2558.96,10.0005
2151,6972.76,2503.45,9.997630000000001
2152,6975.4,2610.27,9.99775
2153,7066.43,2554.75,9.99465
2154,7069.06,2661.57,9.994819999999999
2155,7160.06,2606.06,9.99158
2156,7162.69,2712.87,9.99182
2157,7253.67,2657.36,9.98833
2158,7256.28,2764.17,9.988480000000001
2159,7347.23,2708.66,9.984960000000001
2160,7349.84,2815.46,9.98511
2161,7440.76,2759.95,9.98125
2162,7443.36,2866.75,9.98142
2163,7534.25,2811.24,9.97729
2164,7536.84,2918.03,9.97739
2165,7627.7,2862.53,9.97297
2166,7630.28,2969.31,9.9731
2167,5000.2,1322.36,10.0105
2168,5091.4,1266.86,10.0105
2169,5093.95,1373.28,10.0122
2170,5185.16,1317.79,10.012
2171,5187.72,1424.24,10.0135
2172,5278.94,1368.75,10.0132
2173,5281.51,1475.23,10.0147
2174,5372.73,1419.74,10.0142
2175,5375.32,1526.24,10.0157
2176,5466.54,1470.75,10.015
2177,5469.14,1577.28,10.0165
2178,5560.36,1521.8,10.0156
2179,5562.98,1628.35,10.0171
2180,5654.19,1572.87,10.0159
2181,5656.82,1679.45,10.0173
2182,5748.03,1623.97,10.016
2183,5750.67,1730.56,10.0172
2184,5841.88,1675.09,10.0158
2185,5844.52,1781.71,10.017
2186,5935.73,1726.23,10.0154
2187,5938.38,1832.87,10.0166
2188,6029.57,1777.4,10.0148
2189,6032.23,1884.05,10.0159
2190,6123.42,1828.58,10.0139
2191,6126.08,1935.26,10.0149
2192,6217.25,1879.78,10.0128
2193,6219.92,1986.47,10.0138
2194,6311.08,1931.0,10.0115
2195,6313.76,2037.71,10.0124
2196,6404.9,1982.24,10.0099
2197,6407.58,2088.96,10.0107
2198,6498.7,2033.49,10.0083
2199,6501.38,2140.22,10.0089
2200,6592.49,2084.75,10.0063
2201,6595.17,2191.49,10.007
2202,6686.26,2136.02,10.0042
2203,6688.94,2242.77,10.0048
2204,6780.01,2187.3,10.002
2205,6782.69,2294.06,10.0024
2206,6873.74,2238.59,9.999460000000001
2207,6876.41,2345.36,9.99993
2208,6967.44,2289.89,9.9968
2209,6970.11,2396.66,9.99727
2210,7061.12,2341.18,9.99399
2211,7063.78,2447.96,9.99441
2212,7154.76,2392.49,9.99099
2213,7157.42,2499.26,9.99138
2214,7248.38,2443.79,9.98777
2215,7251.03,2550.56,9.98818
2216,7341.96,2495.09,9.98438
2217,7344.61,2601.87,9.984639999999999
2218,7435.5,2546.39,9.98071
2219,7438.14,2653.17,9.98098
2220,7529.01,2597.7,9.97666
2221,7531.64,2704.46,9.976980000000001
2222,7622.48,2648.99,9.97236
2223,7625.1,2755.75,9.97273
2224,4995.14,1109.61,10.007
2225,5086.31,1054.16,10.0071
2226,5088.86,1160.48,10.0088
2227,5180.04,1105.02,10.0086
2228,5182.6,1211.38,10.0103
2229,5273.78,1155.93,10.0099
2230,5276.36,1262.31,10.0116
2231,5367.55,1206.86,10.0111
2232,5370.14,1313.27,10.0127
2233,5461.33,1257.83,10.0119
2234,5463.94,1364.27,10.0135
2235,5555.13,1308.82,10.0126
2236,5557.75,1415.29,10.0142
2237,5648.94,1359.84,10.0131
2238,5651.57,1466.33,10.0145
2239,5742.75,1410.89,10.0132
2240,5745.4,1517.41,10.0146
2241,5836.58,1461.97,10.0132
2242,5839.23,1568.51,10.0145
2243,5930.4,1513.07,10.0129
2244,5933.07,1619.63,10.0142
2245,6024.23,1564.2,10.0124
2246,6026.91,1670.78,10.0136
2247,6118.06,1615.34,10.0117
2248,6120.74,1721.94,10.0128
2249,6211.89,1666.51,10.0108
2250,6214.57,1773.13,10.0117
2251,6305.71,1717.7,10.0095
2252,6308.4,1824.33,10.0105
2253,6399.52,1768.9,10.0082
2254,6402.21,1875.55,10.0092
2255,6493.31,1820.12,10.0066
2256,6496.01,1926.79,10.0075
2257,6587.1,1871.36,10.0048
2258,6589.8,1978.04,10.0056
2259,6680.87,1922.61,10.0029
2260,6683.57,2029.3,10.0035
2261,6774.62,1973.87,10.0007
2262,6777.32,2080.57,10.0014
2263,6868.35,2025.14,9.998289999999999
2264,6871.05,2131.85,9.999
2265,6962.05,2076.42,9.99568
2266,6964.75,2183.14,9.996360000000001
2267,7055.73,2127.71,9.99292
2268,7058.43,2234.44,9.99358
2269,7149.39,2179.01,9.989989999999999
2270,7152.08,2285.73,9.99055
2271,7243.01,2230.31,9.98679
2272,7245.7,2337.04,9.98735
2273,7336.6,2281.61,9.98333
2274,7339.29,2388.34,9.98391
2275,7430.16,2332.91,9.97959
2276,7432.84,2439.64,9.98022
2277,7523.68,2384.22,9.97556
2278,7526.36,2490.95,9.9762
2279,7617.16,2435.53,9.97124
2280,7619.83,2542.25,9.97188
2281,4990.09,897.0889999999999,10.0034
2282,5081.22,841.683,10.0032
2283,5083.77,947.888,10.0051
2284,5174.91,892.482,10.0049
2285,5177.48,998.7230000000001,10.0067
2286,5268.63,943.319,10.0063
2287,5271.21,1049.59,10.0082
2288,5362.36,994.191,10.0075
2289,5364.96,1100.5,10.0094
2290,5456.11,1045.1,10.0085
2291,5458.72,1151.43,10.0103
2292,5549.88,1096.03,10.0092
2293,5552.51,1202.4,10.011
2294,5643.66,1147.0,10.0098
2295,5646.3,1253.4,10.0114
2296,5737.45,1198.0,10.0101
2297,5740.11,1304.42,10.0117
2298,5831.26,1249.03,10.0102
2299,5833.92,1355.48,10.0118
2300,5925.06,1300.08,10.0101
2301,5927.74,1406.56,10.0115
2302,6018.87,1351.16,10.0097
2303,6021.56,1457.66,10.0111
2304,6112.68,1402.27,10.009
2305,6115.38,1508.78,10.0104
2306,6206.49,1453.4,10.0083
2307,6209.19,1559.93,10.0096
2308,6300.3,1504.55,10.0073
2309,6303.01,1611.1,10.0084
2310,6394.09,1555.72,10.006
2311,6396.81,1662.29,10.0071
2312,6487.88,1606.91,10.0046
2313,6490.6,1713.5,10.0055
2314,6581.66,1658.11,10.0029
2315,6584.38,1764.72,10.0039
2316,6675.42,1709.33,10.001
2317,6678.15,1815.95,10.002
2318,6769.17,1760.57,9.99895
2319,6771.9,1867.2,9.999830000000001
2320,6862.9,1811.82,9.99666
2321,6865.63,1918.47,9.997530000000001
2322,6956.6,1863.09,9.99417
2323,6959.34,1969.74,9.99502
2324,7050.29,1914.36,9.99136
2325,7053.02,2021.02,9.99226
2326,7143.94,1965.64,9.98833
2327,7146.67,2072.31,9.98928
2328,7237.57,2016.93,9.98521
2329,7240.3,2123.6,9.98611
2330,7331.17,2068.23,9.981710000000001
2331,7333.9,2174.9,9.98259
2332,7424.73,2119.53,9.977910000000001
2333,7427.46,2226.21,9.97883
2334,7518.26,2170.84,9.97383
2335,7520.98,2277.51,9.9748
2336,7611.74,2222.15,9.96926
2337,7614.46,2328.82,9.970260000000001
2338,4985.03,684.83,9.999189999999999
2339,5076.13,629.492,9.99902
2340,5078.68,735.547,10.0012
2341,5169.79,680.207,10.0008
2342,5172.35,786.307,10.0029
2343,5263.46,730.965,10.0024
2344,5266.05,837.1060000000001,10.0043
2345,5357.16,781.763,10.0037
2346,5359.76,887.943,10.0057
2347,5450.88,832.6,10.0047
